,token,timestamp,sample_token,scene_token,measurement_type,calibrated_sensor_name,sensor_data_type
76,188,2023-09-29 12:39:27.975177,,1,points,lidar_innovusion_front,file
77,189,2023-09-29 12:39:28.078277,,1,points,lidar_innovusion_front,file
78,190,2023-09-29 12:39:28.170348,,1,points,lidar_innovusion_front,file
79,191,2023-09-29 12:39:28.277826,,1,points,lidar_innovusion_front,file
80,192,2023-09-29 12:39:28.370916,,1,points,lidar_innovusion_front,file
81,193,2023-09-29 12:39:28.472594,,1,points,lidar_innovusion_front,file
82,194,2023-09-29 12:39:28.575821,,1,points,lidar_innovusion_front,file
83,196,2023-09-29 12:39:28.774700,,1,points,lidar_innovusion_front,file
84,197,2023-09-29 12:39:23.925409,,1,image_raw,camera_basler_cam_fl,file
85,199,2023-09-29 12:39:24.324146,,1,image_raw,camera_basler_cam_fl,file
86,200,2023-09-29 12:39:24.326347,,1,image_raw,camera_basler_cam_fl,file
87,201,2023-09-29 12:39:24.328502,,1,image_raw,camera_basler_cam_fl,file
88,210,2023-09-29 12:39:25.219654,,1,image_raw,camera_basler_cam_fl,file
89,215,2023-09-29 12:39:25.720051,,1,image_raw,camera_basler_cam_fl,file
90,216,2023-09-29 12:39:25.819547,,1,image_raw,camera_basler_cam_fl,file
91,217,2023-09-29 12:39:25.919370,,1,image_raw,camera_basler_cam_fl,file
92,226,2023-09-29 12:39:26.820135,,1,image_raw,camera_basler_cam_fl,file
93,231,2023-09-29 12:39:27.319609,,1,image_raw,camera_basler_cam_fl,file
94,234,2023-09-29 12:39:27.621811,,1,image_raw,camera_basler_cam_fl,file
95,235,2023-09-29 12:39:27.721946,,1,image_raw,camera_basler_cam_fl,file
96,236,2023-09-29 12:39:27.820234,,1,image_raw,camera_basler_cam_fl,file
97,237,2023-09-29 12:39:27.920729,,1,image_raw,camera_basler_cam_fl,file
98,238,2023-09-29 12:39:28.020023,,1,image_raw,camera_basler_cam_fl,file
99,239,2023-09-29 12:39:28.120658,,1,image_raw,camera_basler_cam_fl,file
100,240,2023-09-29 12:39:28.219799,,1,image_raw,camera_basler_cam_fl,file
101,241,2023-09-29 12:39:28.320432,,1,image_raw,camera_basler_cam_fl,file
102,242,2023-09-29 12:39:28.419832,,1,image_raw,camera_basler_cam_fl,file
103,243,2023-09-29 12:39:28.519779,,1,image_raw,camera_basler_cam_fl,file
104,244,2023-09-29 12:39:28.620252,,1,image_raw,camera_basler_cam_fl,file
105,246,2023-09-29 12:39:23.864179,,1,bestgnsspos,novatel,gps
106,247,2023-09-29 12:39:23.906633,,1,bestgnsspos,novatel,gps
107,248,2023-09-29 12:39:23.955656,,1,bestgnsspos,novatel,gps
108,249,2023-09-29 12:39:24.025915,,1,bestgnsspos,novatel,gps
109,250,2023-09-29 12:39:24.056620,,1,bestgnsspos,novatel,gps
110,251,2023-09-29 12:39:24.107202,,1,bestgnsspos,novatel,gps
111,252,2023-09-29 12:39:24.156886,,1,bestgnsspos,novatel,gps
112,253,2023-09-29 12:39:24.206578,,1,bestgnsspos,novatel,gps
113,255,2023-09-29 12:39:24.307829,,1,bestgnsspos,novatel,gps
114,257,2023-09-29 12:39:24.406141,,1,bestgnsspos,novatel,gps
115,259,2023-09-29 12:39:24.509490,,1,bestgnsspos,novatel,gps
116,261,2023-09-29 12:39:24.606656,,1,bestgnsspos,novatel,gps
117,263,2023-09-29 12:39:24.708859,,1,bestgnsspos,novatel,gps
118,265,2023-09-29 12:39:24.806527,,1,bestgnsspos,novatel,gps
119,267,2023-09-29 12:39:24.908761,,1,bestgnsspos,novatel,gps
120,269,2023-09-29 12:39:25.022281,,1,bestgnsspos,novatel,gps
121,271,2023-09-29 12:39:25.106305,,1,bestgnsspos,novatel,gps
122,272,2023-09-29 12:39:25.156580,,1,bestgnsspos,novatel,gps
123,273,2023-09-29 12:39:25.211281,,1,bestgnsspos,novatel,gps
124,275,2023-09-29 12:39:25.309040,,1,bestgnsspos,novatel,gps
125,277,2023-09-29 12:39:25.406763,,1,bestgnsspos,novatel,gps
126,279,2023-09-29 12:39:25.510728,,1,bestgnsspos,novatel,gps
127,281,2023-09-29 12:39:25.609020,,1,bestgnsspos,novatel,gps
128,282,2023-09-29 12:39:25.656687,,1,bestgnsspos,novatel,gps
129,283,2023-09-29 12:39:25.709066,,1,bestgnsspos,novatel,gps
130,284,2023-09-29 12:39:25.757193,,1,bestgnsspos,novatel,gps
131,285,2023-09-29 12:39:25.807261,,1,bestgnsspos,novatel,gps
132,286,2023-09-29 12:39:25.858755,,1,bestgnsspos,novatel,gps
133,287,2023-09-29 12:39:25.906894,,1,bestgnsspos,novatel,gps
134,290,2023-09-29 12:39:26.058084,,1,bestgnsspos,novatel,gps
135,291,2023-09-29 12:39:26.106655,,1,bestgnsspos,novatel,gps
136,293,2023-09-29 12:39:26.206743,,1,bestgnsspos,novatel,gps
137,295,2023-09-29 12:39:26.307217,,1,bestgnsspos,novatel,gps
138,297,2023-09-29 12:39:26.409249,,1,bestgnsspos,novatel,gps
139,299,2023-09-29 12:39:26.510492,,1,bestgnsspos,novatel,gps
140,301,2023-09-29 12:39:26.606709,,1,bestgnsspos,novatel,gps
141,303,2023-09-29 12:39:26.707195,,1,bestgnsspos,novatel,gps
142,304,2023-09-29 12:39:26.756578,,1,bestgnsspos,novatel,gps
143,305,2023-09-29 12:39:26.809502,,1,bestgnsspos,novatel,gps
144,307,2023-09-29 12:39:26.909429,,1,bestgnsspos,novatel,gps
145,310,2023-09-29 12:39:27.057143,,1,bestgnsspos,novatel,gps
146,311,2023-09-29 12:39:27.107281,,1,bestgnsspos,novatel,gps
147,313,2023-09-29 12:39:27.209803,,1,bestgnsspos,novatel,gps
148,314,2023-09-29 12:39:27.255971,,1,bestgnsspos,novatel,gps
149,315,2023-09-29 12:39:27.308644,,1,bestgnsspos,novatel,gps
150,317,2023-09-29 12:39:27.407364,,1,bestgnsspos,novatel,gps
151,319,2023-09-29 12:39:27.510076,,1,bestgnsspos,novatel,gps
152,320,2023-09-29 12:39:27.556562,,1,bestgnsspos,novatel,gps
153,321,2023-09-29 12:39:27.608704,,1,bestgnsspos,novatel,gps
154,322,2023-09-29 12:39:27.658173,,1,bestgnsspos,novatel,gps
155,323,2023-09-29 12:39:27.707614,,1,bestgnsspos,novatel,gps
156,324,2023-09-29 12:39:27.757281,,1,bestgnsspos,novatel,gps
157,325,2023-09-29 12:39:27.806351,,1,bestgnsspos,novatel,gps
158,326,2023-09-29 12:39:27.855793,,1,bestgnsspos,novatel,gps
159,327,2023-09-29 12:39:27.909257,,1,bestgnsspos,novatel,gps
160,328,2023-09-29 12:39:27.956580,,1,bestgnsspos,novatel,gps
161,329,2023-09-29 12:39:28.024277,,1,bestgnsspos,novatel,gps
162,330,2023-09-29 12:39:28.057214,,1,bestgnsspos,novatel,gps
163,331,2023-09-29 12:39:28.108135,,1,bestgnsspos,novatel,gps
164,332,2023-09-29 12:39:28.157398,,1,bestgnsspos,novatel,gps
165,333,2023-09-29 12:39:28.209926,,1,bestgnsspos,novatel,gps
166,334,2023-09-29 12:39:28.256005,,1,bestgnsspos,novatel,gps
167,335,2023-09-29 12:39:28.306546,,1,bestgnsspos,novatel,gps
168,336,2023-09-29 12:39:28.356471,,1,bestgnsspos,novatel,gps
169,337,2023-09-29 12:39:28.406587,,1,bestgnsspos,novatel,gps
170,338,2023-09-29 12:39:28.457778,,1,bestgnsspos,novatel,gps
171,339,2023-09-29 12:39:28.510405,,1,bestgnsspos,novatel,gps
172,340,2023-09-29 12:39:28.556321,,1,bestgnsspos,novatel,gps
173,341,2023-09-29 12:39:28.608153,,1,bestgnsspos,novatel,gps
174,343,2023-09-29 12:39:28.709809,,1,bestgnsspos,novatel,gps
175,344,2023-09-29 12:39:28.756630,,1,bestgnsspos,novatel,gps
176,345,2023-09-29 12:39:23.863661,,1,imu,lidar_ouster_left,imu
177,346,2023-09-29 12:39:23.864241,,1,imu,lidar_ouster_left,imu
178,347,2023-09-29 12:39:23.864279,,1,imu,lidar_ouster_left,imu
179,348,2023-09-29 12:39:23.867316,,1,imu,lidar_ouster_left,imu
180,349,2023-09-29 12:39:23.876682,,1,imu,lidar_ouster_left,imu
181,350,2023-09-29 12:39:23.887607,,1,imu,lidar_ouster_left,imu
182,351,2023-09-29 12:39:23.897023,,1,imu,lidar_ouster_left,imu
183,352,2023-09-29 12:39:23.906379,,1,imu,lidar_ouster_left,imu
184,353,2023-09-29 12:39:23.917354,,1,imu,lidar_ouster_left,imu
185,354,2023-09-29 12:39:23.926656,,1,imu,lidar_ouster_left,imu
186,355,2023-09-29 12:39:23.941151,,1,imu,lidar_ouster_left,imu
187,356,2023-09-29 12:39:23.946984,,1,imu,lidar_ouster_left,imu
188,357,2023-09-29 12:39:23.956352,,1,imu,lidar_ouster_left,imu
189,358,2023-09-29 12:39:23.967297,,1,imu,lidar_ouster_left,imu
190,359,2023-09-29 12:39:23.976706,,1,imu,lidar_ouster_left,imu
191,360,2023-09-29 12:39:23.987628,,1,imu,lidar_ouster_left,imu
192,361,2023-09-29 12:39:23.996997,,1,imu,lidar_ouster_left,imu
193,362,2023-09-29 12:39:24.006492,,1,imu,lidar_ouster_left,imu
194,363,2023-09-29 12:39:24.017381,,1,imu,lidar_ouster_left,imu
195,364,2023-09-29 12:39:24.026752,,1,imu,lidar_ouster_left,imu
196,365,2023-09-29 12:39:24.042993,,1,imu,lidar_ouster_left,imu
197,366,2023-09-29 12:39:24.046975,,1,imu,lidar_ouster_left,imu
198,367,2023-09-29 12:39:24.056364,,1,imu,lidar_ouster_left,imu
199,368,2023-09-29 12:39:24.067287,,1,imu,lidar_ouster_left,imu
200,369,2023-09-29 12:39:24.077247,,1,imu,lidar_ouster_left,imu
201,370,2023-09-29 12:39:24.089614,,1,imu,lidar_ouster_left,imu
202,371,2023-09-29 12:39:24.098670,,1,imu,lidar_ouster_left,imu
203,372,2023-09-29 12:39:24.106354,,1,imu,lidar_ouster_left,imu
204,373,2023-09-29 12:39:24.117303,,1,imu,lidar_ouster_left,imu
205,374,2023-09-29 12:39:24.126733,,1,imu,lidar_ouster_left,imu
206,375,2023-09-29 12:39:24.146614,,1,imu,lidar_ouster_left,imu
207,376,2023-09-29 12:39:24.147152,,1,imu,lidar_ouster_left,imu
208,377,2023-09-29 12:39:24.156391,,1,imu,lidar_ouster_left,imu
209,378,2023-09-29 12:39:24.167308,,1,imu,lidar_ouster_left,imu
210,379,2023-09-29 12:39:24.176731,,1,imu,lidar_ouster_left,imu
211,380,2023-09-29 12:39:24.187936,,1,imu,lidar_ouster_left,imu
212,381,2023-09-29 12:39:24.197018,,1,imu,lidar_ouster_left,imu
213,382,2023-09-29 12:39:24.206389,,1,imu,lidar_ouster_left,imu
214,383,2023-09-29 12:39:24.217345,,1,imu,lidar_ouster_left,imu
215,384,2023-09-29 12:39:24.226701,,1,imu,lidar_ouster_left,imu
216,386,2023-09-29 12:39:24.247058,,1,imu,lidar_ouster_left,imu
217,387,2023-09-29 12:39:24.256421,,1,imu,lidar_ouster_left,imu
218,388,2023-09-29 12:39:24.267345,,1,imu,lidar_ouster_left,imu
219,389,2023-09-29 12:39:24.276733,,1,imu,lidar_ouster_left,imu
220,390,2023-09-29 12:39:24.287681,,1,imu,lidar_ouster_left,imu
221,391,2023-09-29 12:39:24.297052,,1,imu,lidar_ouster_left,imu
222,392,2023-09-29 12:39:24.306479,,1,imu,lidar_ouster_left,imu
223,393,2023-09-29 12:39:24.317360,,1,imu,lidar_ouster_left,imu
224,394,2023-09-29 12:39:24.328545,,1,imu,lidar_ouster_left,imu
225,396,2023-09-29 12:39:24.347079,,1,imu,lidar_ouster_left,imu
226,397,2023-09-29 12:39:24.356475,,1,imu,lidar_ouster_left,imu
227,398,2023-09-29 12:39:24.367439,,1,imu,lidar_ouster_left,imu
228,399,2023-09-29 12:39:24.376849,,1,imu,lidar_ouster_left,imu
229,400,2023-09-29 12:39:24.389020,,1,imu,lidar_ouster_left,imu
230,401,2023-09-29 12:39:24.397129,,1,imu,lidar_ouster_left,imu
231,402,2023-09-29 12:39:24.406635,,1,imu,lidar_ouster_left,imu
232,403,2023-09-29 12:39:24.417435,,1,imu,lidar_ouster_left,imu
233,405,2023-09-29 12:39:24.445449,,1,imu,lidar_ouster_left,imu
234,406,2023-09-29 12:39:24.447157,,1,imu,lidar_ouster_left,imu
235,407,2023-09-29 12:39:24.456556,,1,imu,lidar_ouster_left,imu
236,408,2023-09-29 12:39:24.467494,,1,imu,lidar_ouster_left,imu
237,409,2023-09-29 12:39:24.476899,,1,imu,lidar_ouster_left,imu
238,410,2023-09-29 12:39:24.486294,,1,imu,lidar_ouster_left,imu
239,411,2023-09-29 12:39:24.497232,,1,imu,lidar_ouster_left,imu
240,412,2023-09-29 12:39:24.506587,,1,imu,lidar_ouster_left,imu
241,413,2023-09-29 12:39:24.517515,,1,imu,lidar_ouster_left,imu
242,415,2023-09-29 12:39:24.544374,,1,imu,lidar_ouster_left,imu
243,416,2023-09-29 12:39:24.547240,,1,imu,lidar_ouster_left,imu
244,417,2023-09-29 12:39:24.556643,,1,imu,lidar_ouster_left,imu
245,418,2023-09-29 12:39:24.567599,,1,imu,lidar_ouster_left,imu
246,419,2023-09-29 12:39:24.577029,,1,imu,lidar_ouster_left,imu
247,420,2023-09-29 12:39:24.586381,,1,imu,lidar_ouster_left,imu
248,421,2023-09-29 12:39:24.597341,,1,imu,lidar_ouster_left,imu
249,422,2023-09-29 12:39:24.606688,,1,imu,lidar_ouster_left,imu
250,423,2023-09-29 12:39:24.617661,,1,imu,lidar_ouster_left,imu
251,424,2023-09-29 12:39:24.627003,,1,imu,lidar_ouster_left,imu
252,426,2023-09-29 12:39:24.647322,,1,imu,lidar_ouster_left,imu
253,427,2023-09-29 12:39:24.656718,,1,imu,lidar_ouster_left,imu
254,428,2023-09-29 12:39:24.667675,,1,imu,lidar_ouster_left,imu
255,429,2023-09-29 12:39:24.677050,,1,imu,lidar_ouster_left,imu
256,430,2023-09-29 12:39:24.686743,,1,imu,lidar_ouster_left,imu
257,431,2023-09-29 12:39:24.697399,,1,imu,lidar_ouster_left,imu
258,432,2023-09-29 12:39:24.706758,,1,imu,lidar_ouster_left,imu
259,433,2023-09-29 12:39:24.717670,,1,imu,lidar_ouster_left,imu
260,435,2023-09-29 12:39:24.743495,,1,imu,lidar_ouster_left,imu
261,436,2023-09-29 12:39:24.747398,,1,imu,lidar_ouster_left,imu
262,437,2023-09-29 12:39:24.756781,,1,imu,lidar_ouster_left,imu
263,438,2023-09-29 12:39:24.767724,,1,imu,lidar_ouster_left,imu
264,439,2023-09-29 12:39:24.777113,,1,imu,lidar_ouster_left,imu
265,440,2023-09-29 12:39:24.786490,,1,imu,lidar_ouster_left,imu
266,441,2023-09-29 12:39:24.797437,,1,imu,lidar_ouster_left,imu
267,442,2023-09-29 12:39:24.806856,,1,imu,lidar_ouster_left,imu
268,443,2023-09-29 12:39:24.817753,,1,imu,lidar_ouster_left,imu
269,444,2023-09-29 12:39:24.827116,,1,imu,lidar_ouster_left,imu
270,446,2023-09-29 12:39:24.847446,,1,imu,lidar_ouster_left,imu
271,447,2023-09-29 12:39:24.856832,,1,imu,lidar_ouster_left,imu
272,448,2023-09-29 12:39:24.867772,,1,imu,lidar_ouster_left,imu
273,449,2023-09-29 12:39:24.877204,,1,imu,lidar_ouster_left,imu
274,450,2023-09-29 12:39:24.886515,,1,imu,lidar_ouster_left,imu
275,451,2023-09-29 12:39:24.897475,,1,imu,lidar_ouster_left,imu
276,452,2023-09-29 12:39:24.906829,,1,imu,lidar_ouster_left,imu
277,453,2023-09-29 12:39:24.917740,,1,imu,lidar_ouster_left,imu
278,455,2023-09-29 12:39:24.944396,,1,imu,lidar_ouster_left,imu
279,456,2023-09-29 12:39:24.947441,,1,imu,lidar_ouster_left,imu
280,457,2023-09-29 12:39:24.956827,,1,imu,lidar_ouster_left,imu
281,458,2023-09-29 12:39:24.967771,,1,imu,lidar_ouster_left,imu
282,459,2023-09-29 12:39:24.977158,,1,imu,lidar_ouster_left,imu
283,460,2023-09-29 12:39:24.986528,,1,imu,lidar_ouster_left,imu
284,461,2023-09-29 12:39:24.997466,,1,imu,lidar_ouster_left,imu
285,462,2023-09-29 12:39:25.006831,,1,imu,lidar_ouster_left,imu
286,463,2023-09-29 12:39:25.017766,,1,imu,lidar_ouster_left,imu
287,465,2023-09-29 12:39:25.043356,,1,imu,lidar_ouster_left,imu
288,466,2023-09-29 12:39:25.047419,,1,imu,lidar_ouster_left,imu
289,467,2023-09-29 12:39:25.056798,,1,imu,lidar_ouster_left,imu
290,468,2023-09-29 12:39:25.067726,,1,imu,lidar_ouster_left,imu
291,469,2023-09-29 12:39:25.077132,,1,imu,lidar_ouster_left,imu
292,470,2023-09-29 12:39:25.086495,,1,imu,lidar_ouster_left,imu
293,471,2023-09-29 12:39:25.097432,,1,imu,lidar_ouster_left,imu
294,472,2023-09-29 12:39:25.106831,,1,imu,lidar_ouster_left,imu
295,473,2023-09-29 12:39:25.117757,,1,imu,lidar_ouster_left,imu
296,474,2023-09-29 12:39:25.127084,,1,imu,lidar_ouster_left,imu
297,475,2023-09-29 12:39:25.144568,,1,imu,lidar_ouster_left,imu
298,476,2023-09-29 12:39:25.147389,,1,imu,lidar_ouster_left,imu
299,477,2023-09-29 12:39:25.156769,,1,imu,lidar_ouster_left,imu
300,478,2023-09-29 12:39:25.167698,,1,imu,lidar_ouster_left,imu
301,479,2023-09-29 12:39:25.177083,,1,imu,lidar_ouster_left,imu
302,480,2023-09-29 12:39:25.188678,,1,imu,lidar_ouster_left,imu
303,481,2023-09-29 12:39:25.197387,,1,imu,lidar_ouster_left,imu
304,482,2023-09-29 12:39:25.206786,,1,imu,lidar_ouster_left,imu
305,483,2023-09-29 12:39:25.217647,,1,imu,lidar_ouster_left,imu
306,484,2023-09-29 12:39:25.227053,,1,imu,lidar_ouster_left,imu
307,486,2023-09-29 12:39:25.247369,,1,imu,lidar_ouster_left,imu
308,487,2023-09-29 12:39:25.256743,,1,imu,lidar_ouster_left,imu
309,488,2023-09-29 12:39:25.267675,,1,imu,lidar_ouster_left,imu
310,489,2023-09-29 12:39:25.277130,,1,imu,lidar_ouster_left,imu
311,490,2023-09-29 12:39:25.286451,,1,imu,lidar_ouster_left,imu
312,491,2023-09-29 12:39:25.297463,,1,imu,lidar_ouster_left,imu
313,492,2023-09-29 12:39:25.306725,,1,imu,lidar_ouster_left,imu
314,493,2023-09-29 12:39:25.317677,,1,imu,lidar_ouster_left,imu
315,495,2023-09-29 12:39:25.342623,,1,imu,lidar_ouster_left,imu
316,496,2023-09-29 12:39:25.347361,,1,imu,lidar_ouster_left,imu
317,497,2023-09-29 12:39:25.356749,,1,imu,lidar_ouster_left,imu
318,498,2023-09-29 12:39:25.367695,,1,imu,lidar_ouster_left,imu
319,499,2023-09-29 12:39:25.377043,,1,imu,lidar_ouster_left,imu
320,500,2023-09-29 12:39:25.386474,,1,imu,lidar_ouster_left,imu
321,501,2023-09-29 12:39:25.397393,,1,imu,lidar_ouster_left,imu
322,502,2023-09-29 12:39:25.406709,,1,imu,lidar_ouster_left,imu
323,503,2023-09-29 12:39:25.417638,,1,imu,lidar_ouster_left,imu
324,504,2023-09-29 12:39:25.427019,,1,imu,lidar_ouster_left,imu
325,506,2023-09-29 12:39:25.447355,,1,imu,lidar_ouster_left,imu
326,507,2023-09-29 12:39:25.456734,,1,imu,lidar_ouster_left,imu
327,508,2023-09-29 12:39:25.467667,,1,imu,lidar_ouster_left,imu
328,509,2023-09-29 12:39:25.477332,,1,imu,lidar_ouster_left,imu
329,510,2023-09-29 12:39:25.486423,,1,imu,lidar_ouster_left,imu
330,511,2023-09-29 12:39:25.497363,,1,imu,lidar_ouster_left,imu
331,512,2023-09-29 12:39:25.506728,,1,imu,lidar_ouster_left,imu
332,513,2023-09-29 12:39:25.517652,,1,imu,lidar_ouster_left,imu
333,515,2023-09-29 12:39:25.542261,,1,imu,lidar_ouster_left,imu
334,516,2023-09-29 12:39:25.547351,,1,imu,lidar_ouster_left,imu
335,517,2023-09-29 12:39:25.556732,,1,imu,lidar_ouster_left,imu
336,518,2023-09-29 12:39:25.567685,,1,imu,lidar_ouster_left,imu
337,519,2023-09-29 12:39:25.577056,,1,imu,lidar_ouster_left,imu
338,520,2023-09-29 12:39:25.586442,,1,imu,lidar_ouster_left,imu
339,521,2023-09-29 12:39:25.597387,,1,imu,lidar_ouster_left,imu
340,522,2023-09-29 12:39:25.606723,,1,imu,lidar_ouster_left,imu
341,523,2023-09-29 12:39:25.617643,,1,imu,lidar_ouster_left,imu
342,524,2023-09-29 12:39:25.627022,,1,imu,lidar_ouster_left,imu
343,525,2023-09-29 12:39:25.644535,,1,imu,lidar_ouster_left,imu
344,526,2023-09-29 12:39:25.647360,,1,imu,lidar_ouster_left,imu
345,527,2023-09-29 12:39:25.656728,,1,imu,lidar_ouster_left,imu
346,528,2023-09-29 12:39:25.667676,,1,imu,lidar_ouster_left,imu
347,529,2023-09-29 12:39:25.677054,,1,imu,lidar_ouster_left,imu
348,530,2023-09-29 12:39:25.686446,,1,imu,lidar_ouster_left,imu
349,531,2023-09-29 12:39:25.697379,,1,imu,lidar_ouster_left,imu
350,532,2023-09-29 12:39:25.706707,,1,imu,lidar_ouster_left,imu
351,533,2023-09-29 12:39:25.717645,,1,imu,lidar_ouster_left,imu
